Event,Zone,Region,Category,Start Date,End Date,Year,Insured Cost,NSW,VIC,QLD,ACT,TAS,SA,NT,WA,Waters
Bushfire - Black Thursday Victoria,Victoria,Melbourne,Bushfire,1851-02-06,1851-02-07,1851,700000.0,0,1,0,0,0,0,0,0,0
Bushfire - Red Tuesday,Victoria,Melbourne,Bushfire,1898-02-01,1898-02-02,1898,700000.0,0,1,0,0,0,0,0,0,0
Black Summer - New South Wales,New South Wales,New South Wales,Bushfire,2019-07-01,2020-03-31,2019,1880000000.0,1,0,0,0,0,0,0,0,0
Black Summer - Queensland,Queensland,Queensland,Bushfire,2019-09-01,2019-12-31,2019,70000000.0,0,0,1,0,0,0,0,0,0
Black Summer - Victoria,Victoria,Victoria,Bushfire,2019-11-01,2020-02-29,2019,18600000.0,0,1,0,0,0,0,0,0,0
Black Summer - South Australia,South Australia,South Australia,Bushfire,2019-11-01,2020-02-29,2019,186000000.0,0,0,0,0,0,1,0,0,0
"Eastern Victorian bushfires, 2019",Victoria,East Victoria,Bushfire,2019-03-01,2019-03-21,2019,36000000.0,0,1,0,0,0,0,0,0,0
"Tasmanian bushfires, 2018-19",Tasmania,Tasmania,Bushfire,2018-12-28,2019-03-01,2018,60000000.0,0,0,0,0,1,0,0,0,0
"Tathra bushfire, 2018",New South Wales,Tathra,Bushfire,2018-03-18,2018-03-21,2018,63516711.0,1,0,0,0,0,0,0,0,0
"South-west complex fires, 2018",Victoria,South-west Victoria,Bushfire,2018-03-17,2018-05-02,2018,18972524.0,0,1,0,0,0,0,0,0,0
"Sir Ivan fire, 2017",New South Wales,Warrambungle Shire,Bushfire,2017-02-11,2017-02-28,2017,1054799742.0,1,0,0,0,0,0,0,0,0
"Carwoola bushfire, 2017",New South Wales,Carwoola,Bushfire,2017-02-18,2017-02-19,2017,1054799742.0,1,0,0,0,0,0,0,0,0
"Llandilo bushfire, 2016",New South Wales,Llandilo,Bushfire,2016-11-04,2016-11-05,2016,180000000.0,1,0,0,0,0,0,0,0,0
Waroona-Yarloop Fire,Western Australia,Waroona,Bushfire,2016-01-05,2016-01-08,2016,71000000.0,0,0,0,0,0,0,0,1,0
Waroona-Yarloop Fire,Western Australia,Yarloop,Bushfire,2016-01-05,2016-01-08,2016,71000000.0,0,0,0,0,0,0,0,1,0
Wye River - Jamieson track / Great Ocean Road Bushfire,Victoria,Wye River,Bushfire,2015-12-19,2016-01-21,2015,120000000.0,0,1,0,0,0,0,0,0,0
"Pinery fire, 2015",South Australia,Pinery,Bushfire,2015-11-25,2015-11-30,2015,61000000.0,0,0,0,0,0,1,0,0,0
"Sampson Flat bushfire, 2015",South Australia,Sampson Flat,Bushfire,2015-01-02,2015-01-08,2015,24900000.0,0,0,0,0,0,1,0,0,0
"Bushfire – Perth Hills, Western Australia 2014",Western Australia,Perth,Bushfire,2014-01-12,2014-01-14,2014,15000000.0,0,0,0,0,0,0,0,1,0
Bushfire - Victoria,Victoria,Victoria,Bushfire,2014-02-08,2014-02-14,2014,68500000.0,0,1,0,0,0,0,0,0,0
Bushfire - Victoria,Victoria,Stawell,Bushfire,2006-01-01,,2006,22000000.0,0,1,0,0,0,0,0,0,0
Bushfire - Victoria,Victoria,Yea,Bushfire,2006-01-01,,2006,22000000.0,0,1,0,0,0,0,0,0,0
Bushfire - Victoria,Victoria,Moondarra,Bushfire,2006-01-01,,2006,22000000.0,0,1,0,0,0,0,0,0,0
Bushfire - Victoria,Victoria,Grampians,Bushfire,2006-01-01,,2006,22000000.0,0,1,0,0,0,0,0,0,0
Bushfire - Victoria,Victoria,Kinglake and Anakie,Bushfire,2006-01-01,,2006,22000000.0,0,1,0,0,0,0,0,0,0
"Bushfire - Coonabarabran, 2013",New South Wales,Coonabarabran,Bushfire,2013-01-07,2013-01-20,2013,35000000.0,1,0,0,0,0,0,0,0,0
"Bushfire - Hazelwood open cut mine fire, Morwell",Victoria,Morwell,Bushfire,2014-02-09,2014-03-25,2014,100000000.0,0,1,0,0,0,0,0,0,0
"Dunalley and Tasmanian bushfires, 2013",Tasmania,Dunalley,Bushfire,2013-01-01,2013-01-14,2013,89000000.0,0,0,0,0,1,0,0,0,0
"Dunalley and Tasmanian bushfires, 2013",Tasmania,Forcett,Bushfire,2013-01-01,2013-01-14,2013,89000000.0,0,0,0,0,1,0,0,0,0
"Dunalley and Tasmanian bushfires, 2013",Tasmania,Lake Repulse,Bushfire,2013-01-01,2013-01-14,2013,89000000.0,0,0,0,0,1,0,0,0,0
Bushfire - Augusta - Margaret River,Western Australia,Bunbury,Bushfire,2011-11-23,2011-12-06,2011,53000000.0,0,0,0,0,0,0,0,1,0
Bushfire - Southern Queensland,Queensland,Blackall,Bushfire,2011-08-01,2011-10-31,2011,122465000.0,0,0,1,0,0,0,0,0,0
Bushfire - Southern Queensland,Queensland,Charters Towers,Bushfire,2011-08-01,2011-10-31,2011,122465000.0,0,0,1,0,0,0,0,0,0
Bushfire - Southern Queensland,Queensland,Longreach,Bushfire,2011-08-01,2011-10-31,2011,122465000.0,0,0,1,0,0,0,0,0,0
Bushfire - Southern Queensland,Queensland,Townsville,Bushfire,2011-08-01,2011-10-31,2011,122465000.0,0,0,1,0,0,0,0,0,0
Bushfire - Southern Queensland,Queensland,Winton,Bushfire,2011-08-01,2011-10-31,2011,122465000.0,0,0,1,0,0,0,0,0,0
Bushfire - Perth Hill Bushfires,Western Australia,Perth,Bushfire,2011-02-05,2011-02-07,2011,35000000.0,0,0,0,0,0,0,0,1,0
"Bushfire - Black Saturday, Victoria",Victoria,Cooma (VIC),Bushfire,2009-02-07,2009-02-08,2009,1070000000.0,0,1,0,0,0,0,0,0,0
"Bushfire - Black Saturday, Victoria",Victoria,Mount Gambier (VIC),Bushfire,2009-02-07,2009-02-08,2009,1070000000.0,0,1,0,0,0,0,0,0,0
"Bushfire - Black Saturday, Victoria",Victoria,Warrnambool (VIC),Bushfire,2009-02-07,2009-02-08,2009,1070000000.0,0,1,0,0,0,0,0,0,0
"Bushfire - Black Saturday, Victoria",Victoria,Wilsons Promontory,Bushfire,2009-02-07,2009-02-08,2009,1070000000.0,0,1,0,0,0,0,0,0,0
"Bushfire - Black Saturday, Victoria",Victoria,Melbourne,Bushfire,2009-02-07,2009-02-08,2009,1070000000.0,0,1,0,0,0,0,0,0,0
Bushfire - Boorabbin National Park,Western Australia,Kalgoorlie,Bushfire,2007-12-28,2008-01-08,2007,57450000.0,0,0,0,0,0,0,0,1,0
Bushfire - Great Divide Complex ,Victoria,Cooma (VIC),Bushfire,2006-12-01,2007-02-07,2006,22000000.0,0,1,0,0,0,0,0,0,0
Bushfire - Great Divide Complex ,Victoria,Melbourne,Bushfire,2006-12-01,2007-02-07,2006,22000000.0,0,1,0,0,0,0,0,0,0
Bushfire - Victoria,Victoria,Mount Gambier (VIC),Bushfire,2005-12-31,2006-01-31,2005,22400000.0,0,1,0,0,0,0,0,0,0
Bushfire - Victoria,Victoria,Wilsons Promontory,Bushfire,2005-12-31,2006-01-31,2005,22400000.0,0,1,0,0,0,0,0,0,0
Bushfire - Victoria,Victoria,Melbourne,Bushfire,2005-12-31,2006-01-31,2005,22400000.0,0,1,0,0,0,0,0,0,0
Bushfire - Eyre Peninsula,South Australia,Adelaide,Bushfire,2005-01-10,2005-01-12,2005,27700000.0,0,0,0,0,0,1,0,0,0
Bushfire - Canberra,Australian Capital Territory,Canberra (ACT),Bushfire,2003-01-18,2003-01-19,2003,25000000.0,0,0,0,1,0,0,0,0,0
"Bushfire - North-Eastern Victoria, Alpine Region",Victoria,Cooma (VIC),Bushfire,2003-01-08,2003-03-19,2003,12000000.0,0,1,0,0,0,0,0,0,0
Bushfire - Sydney,New South Wales,Sydney,Bushfire,2002-10-09,2002-10-09,2002,25000000.0,1,0,0,0,0,0,0,0,0
Bushfire - Black Christmas,"New South Wales , Australian Capital Territory",Dubbo,Bushfire,2001-12-24,2002-01-11,2001,69000000.0,1,0,0,1,0,0,0,0,0
Bushfire - Black Christmas,"New South Wales , Australian Capital Territory",Sydney,Bushfire,2001-12-24,2002-01-11,2001,69000000.0,1,0,0,1,0,0,0,0,0
Bushfire - Black Christmas,"New South Wales , Australian Capital Territory",Wollongong,Bushfire,2001-12-24,2002-01-11,2001,69000000.0,1,0,0,1,0,0,0,0,0
Bushfire - Black Christmas,"New South Wales , Australian Capital Territory",Canberra (ACT),Bushfire,2001-12-24,2002-01-11,2001,69000000.0,1,0,0,1,0,0,0,0,0
"Bushfire – Mt Ku-ring-gai, New South Wales 2000",New South Wales,Mt Ku-Ring-gai,Bushfire,2000-06-08,2000-06-08,2000,12000000.0,1,0,0,0,0,0,0,0,0
Bushfire - Linton (near Ballarat),Victoria,Melbourne,Bushfire,1998-12-02,1998-12-02,1998,23000000.0,0,1,0,0,0,0,0,0,0
"Bushfire - Sydney, Hunter, Pilliga",New South Wales,Sydney,Bushfire,1997-11-20,1997-12-20,1997,29000000.0,1,0,0,0,0,0,0,0,0
Bushfire - Kangaroo Island,South Australia,Kangaroo Island,Bushfire,2007-12-06,,2007,17900000.0,0,0,0,0,0,1,0,0,0
Bushfire - Dandenong Ranges and Mornington Peninsula,Victoria,Wilsons Promontory,Bushfire,1997-01-19,1997-01-21,1997,29000000.0,0,1,0,0,0,0,0,0,0
Bushfire - Dandenong Ranges and Mornington Peninsula,Victoria,Melbourne,Bushfire,1997-01-19,1997-01-21,1997,29000000.0,0,1,0,0,0,0,0,0,0
Bushfire - East Coast,Queensland,Brisbane,Bushfire,1994-09-27,1994-11-07,1994,59100000.0,0,0,1,0,0,0,0,0,0
"Bushfire - North Coast, Hunter and Sydney",New South Wales,Dubbo,Bushfire,1993-12-27,1994-01-16,1993,59000000.0,1,0,0,0,0,0,0,0,0
"Bushfire - North Coast, Hunter and Sydney",New South Wales,Lismore (NSW),Bushfire,1993-12-27,1994-01-16,1993,59000000.0,1,0,0,0,0,0,0,0,0
"Bushfire - North Coast, Hunter and Sydney",New South Wales,Sydney,Bushfire,1993-12-27,1994-01-16,1993,59000000.0,1,0,0,0,0,0,0,0,0
Bushfire - Western Sydney and Central Coast,New South Wales,Sydney,Bushfire,1991-10-16,1992-01-31,1991,12000000.0,1,0,0,0,0,0,0,0,0
Bushfire - Cootamundra and Deniliquin Regions,New South Wales,Canberra (NSW),Bushfire,1987-01-17,1987-01-20,1987,80000000.0,1,0,0,0,0,0,0,0,0
Bushfire - Cootamundra and Deniliquin Regions,New South Wales,Swan Hill (NSW),Bushfire,1987-01-17,1987-01-20,1987,80000000.0,1,0,0,0,0,0,0,0,0
Bushfire - Central Victoria and Alpine Fires,Victoria,Cooma (VIC),Bushfire,1985-01-14,1985-01-28,1985,59000000.0,0,1,0,0,0,0,0,0,0
Bushfire - Central Victoria and Alpine Fires,Victoria,Mount Gambier (VIC),Bushfire,1985-01-14,1985-01-28,1985,59000000.0,0,1,0,0,0,0,0,0,0
Bushfire - Central Victoria and Alpine Fires,Victoria,Wilsons Promontory,Bushfire,1985-01-14,1985-01-28,1985,59000000.0,0,1,0,0,0,0,0,0,0
Bushfire - Central Victoria and Alpine Fires,Victoria,Melbourne,Bushfire,1985-01-14,1985-01-28,1985,59000000.0,0,1,0,0,0,0,0,0,0
Bushfire - North-Western Regions ,New South Wales,Bourke,Bushfire,1984-09-01,1985-02-01,1984,25000000.0,1,0,0,0,0,0,0,0,0
Bushfire - Ash Wednesday,"Victoria , South Australia",Wilsons Promontory,Bushfire,1983-02-16,1983-02-18,1983,176000000.0,0,1,0,0,0,1,0,0,0
Bushfire - Ash Wednesday,"Victoria , South Australia",Adelaide,Bushfire,1983-02-16,1983-02-18,1983,176000000.0,0,1,0,0,0,1,0,0,0
Bushfire - Ash Wednesday,"Victoria , South Australia",Melbourne,Bushfire,1983-02-16,1983-02-18,1983,176000000.0,0,1,0,0,0,1,0,0,0
Bushfire - Sydney and Southern Regions,New South Wales,Sydney,Bushfire,1983-01-01,1983-01-31,1983,176000000.0,1,0,0,0,0,0,0,0,0
Bushfire - Sydney and Wollongong,New South Wales,Sydney,Bushfire,1980-11-03,1980-11-03,1980,14000000.0,1,0,0,0,0,0,0,0,0
Bushfire - Sydney and Wollongong,New South Wales,Wollongong,Bushfire,1980-11-03,1980-11-03,1980,14000000.0,1,0,0,0,0,0,0,0,0
Bushfire - Mount Lofty Ranges,South Australia,Adelaide,Bushfire,1980-02-20,1980-02-20,1980,13000000.0,0,0,0,0,0,1,0,0,0
Bushfire - Sydney and Region,New South Wales,Sydney,Bushfire,1979-12-01,1980-02-01,1979,12500000.0,1,0,0,0,0,0,0,0,0
Bushfire - Western Districts and Streatham ,Victoria,Melbourne,Bushfire,1977-02-12,1977-02-12,1977,9000000.0,0,1,0,0,0,0,0,0,0
Bushfire - New South Wales 1974,New South Wales,Bourke,Bushfire,1974-12-01,1975-02-01,1974,68000000.0,1,0,0,0,0,0,0,0,0
Bushfire - New South Wales 1974,New South Wales,Hillston,Bushfire,1974-12-01,1975-02-01,1974,68000000.0,1,0,0,0,0,0,0,0,0
Bushfire - New South Wales 1974,New South Wales,Swan Hill (NSW),Bushfire,1974-12-01,1975-02-01,1974,68000000.0,1,0,0,0,0,0,0,0,0
Bushfire - New South Wales 1974,New South Wales,Sydney,Bushfire,1974-12-01,1975-02-01,1974,68000000.0,1,0,0,0,0,0,0,0,0
Bushfire - Lara and Melbourne Fringe,Victoria,Wilsons Promontory,Bushfire,1969-01-08,1969-01-09,1969,700000.0,0,1,0,0,0,0,0,0,0
Bushfire - Blue Mountains and Illawarra,New South Wales,Sydney,Bushfire,1968-10-15,1968-12-03,1968,3000000.0,1,0,0,0,0,0,0,0,0
Bushfire - Black Tuesday Tasmania,Tasmania,Hobart,Bushfire,1967-02-07,1967-02-07,1967,14000000.0,0,0,0,0,1,0,0,0,0
Bushfire - Black Tuesday Tasmania,Tasmania,Launceston,Bushfire,1967-02-07,1967-02-07,1967,14000000.0,0,0,0,0,1,0,0,0,0
Bushfire - Gippsland,Victoria,Cooma (VIC),Bushfire,1965-02-15,1965-03-13,1965,700000.0,0,1,0,0,0,0,0,0,0
Bushfire - Gippsland,Victoria,Melbourne,Bushfire,1965-02-15,1965-03-13,1965,700000.0,0,1,0,0,0,0,0,0,0
Bushfire - Longwood District,Victoria,Melbourne,Bushfire,1965-01-17,1965-01-17,1965,700000.0,0,1,0,0,0,0,0,0,0
Bushfire - Southern Victoria and Dandenong Ranges,Victoria,Melbourne,Bushfire,1962-01-14,1962-02-16,1962,700000.0,0,1,0,0,0,0,0,0,0
Bushfire - Wandilo,South Australia,Mount Gambier (SA),Bushfire,1958-04-05,1958-04-06,1958,700000.0,0,0,0,0,0,1,0,0,0
Bushfire - Blue Mountains and Sydney Region,New South Wales,Sydney,Bushfire,1957-11-30,1957-12-04,1957,2000000.0,1,0,0,0,0,0,0,0,0
"Bushfire - Black Sunday, Mt Lofty Ranges",South Australia,Adelaide,Bushfire,1955-01-02,1955-01-02,1955,700000.0,0,0,0,0,0,1,0,0,0
Bushfire - Narollah Station,Queensland,Charters Towers,Bushfire,1954-11-14,1954-11-14,1954,700000.0,0,0,1,0,0,0,0,0,0
Bushfire - Central and Southern Victoria,Victoria,Melbourne,Bushfire,1952-01-01,1952-03-01,1952,700000.0,0,1,0,0,0,0,0,0,0
Bushfire - Australian Capital Territory and South-West New South Wales,New South Wales,Canberra (NSW),Bushfire,1951-11-01,1952-01-31,1951,700000.0,1,0,0,0,0,0,0,0,0
Bushfire - Australian Capital Territory and South-West New South Wales,New South Wales,Dubbo,Bushfire,1951-11-01,1952-01-31,1951,700000.0,1,0,0,0,0,0,0,0,0
Bushfire - Australian Capital Territory and South-West New South Wales,New South Wales,Hillston,Bushfire,1951-11-01,1952-01-31,1951,700000.0,1,0,0,0,0,0,0,0,0
Bushfire - Sydney and Southern New South Wales,New South Wales,Cooma (NSW),Bushfire,1939-01-13,1939-01-14,1939,700000.0,1,0,0,0,0,0,0,0,0
Bushfire - Sydney and Southern New South Wales,New South Wales,Sydney,Bushfire,1939-01-13,1939-01-14,1939,700000.0,1,0,0,0,0,0,0,0,0
Bushfire - Sydney and Southern New South Wales,New South Wales,Wollongong,Bushfire,1939-01-13,1939-01-14,1939,700000.0,1,0,0,0,0,0,0,0,0
Bushfire - Black Friday ,"New South Wales , Australian Capital Territory , Victoria , South Australia , Tasmania",Wollongong,Bushfire,1939-01-13,1939-01-20,1939,700000.0,1,1,0,1,1,1,0,0,0
Bushfire - Black Friday ,"New South Wales , Australian Capital Territory , Victoria , South Australia , Tasmania",Canberra (ACT),Bushfire,1939-01-13,1939-01-20,1939,700000.0,1,1,0,1,1,1,0,0,0
Bushfire - Black Friday ,"New South Wales , Australian Capital Territory , Victoria , South Australia , Tasmania",Mount Gambier (VIC),Bushfire,1939-01-13,1939-01-20,1939,700000.0,1,1,0,1,1,1,0,0,0
Bushfire - Black Friday ,"New South Wales , Australian Capital Territory , Victoria , South Australia , Tasmania",Murray Bridge (VIC),Bushfire,1939-01-13,1939-01-20,1939,700000.0,1,1,0,1,1,1,0,0,0
Bushfire - Black Friday ,"New South Wales , Australian Capital Territory , Victoria , South Australia , Tasmania",Wilsons Promontory,Bushfire,1939-01-13,1939-01-20,1939,700000.0,1,1,0,1,1,1,0,0,0
Bushfire - Black Friday ,"New South Wales , Australian Capital Territory , Victoria , South Australia , Tasmania",Mount Gambier (SA),Bushfire,1939-01-13,1939-01-20,1939,700000.0,1,1,0,1,1,1,0,0,0
Bushfire - Black Friday ,"New South Wales , Australian Capital Territory , Victoria , South Australia , Tasmania",Launceston,Bushfire,1939-01-13,1939-01-20,1939,700000.0,1,1,0,1,1,1,0,0,0
Bushfire - Black Friday ,"New South Wales , Australian Capital Territory , Victoria , South Australia , Tasmania",Melbourne,Bushfire,1939-01-13,1939-01-20,1939,700000.0,1,1,0,1,1,1,0,0,0
Bushfire - Gippsland,Victoria,Melbourne,Bushfire,1932-02-04,1932-02-28,1932,700000.0,0,1,0,0,0,0,0,0,0
Bushfire - Central Western NSW and Southern QLD,"Queensland , New South Wales",Brisbane,Bushfire,1926-10-01,1926-12-17,1926,700000.0,1,0,1,0,0,0,0,0,0
Bushfire - Central Western NSW and Southern QLD,"Queensland , New South Wales",Canberra (NSW),Bushfire,1926-10-01,1926-12-17,1926,700000.0,1,0,1,0,0,0,0,0,0
Bushfire - Central Western NSW and Southern QLD,"Queensland , New South Wales",Dubbo,Bushfire,1926-10-01,1926-12-17,1926,700000.0,1,0,1,0,0,0,0,0,0
Bushfire - Central Western NSW and Southern QLD,"Queensland , New South Wales",Lismore (NSW),Bushfire,1926-10-01,1926-12-17,1926,700000.0,1,0,1,0,0,0,0,0,0
Bushfire - South East Victoria,Victoria,Melbourne,Bushfire,1926-02-01,1926-03-10,1926,700000.0,0,1,0,0,0,0,0,0,0
Bushfire - Saltern Creek,Queensland,Longreach,Bushfire,1918-09-16,1918-12-30,1918,700000.0,0,0,1,0,0,0,0,0,0
Bushfire - Warenda Station Hughenden,Queensland,Boulia,Bushfire,1917-09-29,1917-09-29,1917,700000.0,0,0,1,0,0,0,0,0,0
Bushfire - Western Australia,Western Australia,Bridgetown,Bushfire,2022-02-05,2022-02-15,2022,176000000.0,0,0,0,0,0,0,0,1,0
Bushfire - Western Australia,Western Australia,Shackleton,Bushfire,2022-02-05,2022-02-15,2022,176000000.0,0,0,0,0,0,0,0,1,0
Bushfire - Western Australia,Western Australia,Bayview Rise,Bushfire,2022-02-05,2022-02-15,2022,176000000.0,0,0,0,0,0,0,0,1,0
Bushfire - Western Australia,Western Australia,Narrogin East,Bushfire,2022-02-05,2022-02-15,2022,176000000.0,0,0,0,0,0,0,0,1,0
Bushfire - Widespread Victoria,Victoria,Cooma (VIC),Bushfire,1906-01-01,1906-02-15,1906,700000.0,0,1,0,0,0,0,0,0,0
Bushfire - Widespread Victoria,Victoria,Mount Gambier (VIC),Bushfire,1906-01-01,1906-02-15,1906,700000.0,0,1,0,0,0,0,0,0,0
Bushfire - Widespread Victoria,Victoria,Wilsons Promontory,Bushfire,1906-01-01,1906-02-15,1906,700000.0,0,1,0,0,0,0,0,0,0
Bushfire - Widespread Victoria,Victoria,Melbourne,Bushfire,1906-01-01,1906-02-15,1906,700000.0,0,1,0,0,0,0,0,0,0
"Criminal Act - Bourke Street Mall Incident, 2017",Victoria,Melbourne,Criminal Act,2017-01-20,,2017,1054799742.0,0,1,0,0,0,0,0,0,0
"Criminal Act - Lindt Cafe siege, 2014",New South Wales,Sydney,Criminal Act,2014-12-15,2014-12-16,2014,68500000.0,1,0,0,0,0,0,0,0,0
"Criminal Act - Marriott and Ritz-Carlton hotel bombings, 2009",Offshore,Outside Territorial Waters,Criminal Act,2009-07-17,,2009,48000000.0,0,0,0,0,0,0,0,0,1
Criminal Act - Bali Bombings,Offshore,Outside Territorial Waters,Criminal Act,2005-10-01,2005-10-01,2005,53200000.0,0,0,0,0,0,0,0,0,1
Criminal Act - London Transport Bombings,Offshore,Outside Territorial Waters,Criminal Act,2005-07-07,2005-07-07,2005,53200000.0,0,0,0,0,0,0,0,0,1
Criminal Act - Kuta Bali Bombing,Offshore,Outside Territorial Waters,Criminal Act,2002-10-12,2002-10-12,2002,10000000.0,0,0,0,0,0,0,0,0,1
Criminal Act - 9/11 Terrorist Attacks,Offshore,Outside Territorial Waters,Criminal Act,2001-09-11,2001-09-11,2001,30000000.0,0,0,0,0,0,0,0,0,1
Criminal Act - Snowtown Murders,South Australia,Adelaide,Criminal Act,1999-05-01,1999-05-01,1999,40000000.0,0,0,0,0,0,1,0,0,0
Criminal Act - Port Arthur Shooting Massacre,Tasmania,Hobart,Criminal Act,1996-04-28,1996-04-28,1996,15000000.0,0,0,0,0,1,0,0,0,0
Criminal Act - Liverpool Arson,New South Wales,Sydney,Criminal Act,1995-01-15,1995-01-15,1995,11000000.0,1,0,0,0,0,0,0,0,0
"Criminal - Terrigal Shootings, Sydney 1992 ",New South Wales,Central Coast,Criminal Act,1992-10-27,,1992,118000000.0,1,0,0,0,0,0,0,0,0
Criminal Act - Kings Cross Hostel,New South Wales,Sydney,Criminal Act,1989-09-17,1989-09-17,1989,26000000.0,1,0,0,0,0,0,0,0,0
Criminal Act - Oenpelli Shooting Massacre,Northern Territory,Alligator River,Criminal Act,1988-09-25,1988-09-25,1988,20000000.0,0,0,0,0,0,0,1,0,0
Criminal Act - Queen Street Shooting,Victoria,Melbourne,Criminal Act,1987-12-08,1987-12-08,1987,68500000.0,0,1,0,0,0,0,0,0,0
Criminal Act - Hoddle Street Shooting,Victoria,Melbourne,Criminal Act,1987-08-09,1987-08-09,1987,68500000.0,0,1,0,0,0,0,0,0,0
Criminal Act - The Kimberley Murders,"Western Australia , Northern Territory",Fitzroy Crossing,Criminal Act,1987-06-09,1987-06-19,1987,700000.0,0,0,0,0,0,0,1,1,0
Criminal Act - The Kimberley Murders,"Western Australia , Northern Territory",Katherine,Criminal Act,1987-06-09,1987-06-19,1987,700000.0,0,0,0,0,0,0,1,1,0
Criminal Act - Sydney Nursing Home,New South Wales,Sydney,Criminal Act,1981-04-29,1981-04-29,1981,20000000.0,1,0,0,0,0,0,0,0,0
Criminal Act - Hilton Hotel Bombing,New South Wales,Sydney,Criminal Act,1978-02-13,1978-02-13,1978,15000000.0,1,0,0,0,0,0,0,0,0
Criminal Act - Savoy Hotel Arson,New South Wales,Sydney,Criminal Act,1975-12-25,1975-12-25,1975,17500000.0,1,0,0,0,0,0,0,0,0
Criminal Act - Whiskey Au Go-Go Nightclub Bombing,Queensland,Brisbane,Criminal Act,1973-03-08,1973-03-08,1973,30000000.0,0,0,1,0,0,0,0,0,0
Criminal Act - Myall Creek Massacre,New South Wales,Myall Creek,Criminal Act,1838-06-10,1838-06-10,1838,700000.0,1,0,0,0,0,0,0,0,0
Cyclone Sigma ,Queensland,Brisbane,Cyclone,1896-01-24,1896-01-28,1896,700000.0,0,0,1,0,0,0,0,0,0
Cyclone Sigma ,Queensland,Townsville,Cyclone,1896-01-24,1896-01-28,1896,700000.0,0,0,1,0,0,0,0,0,0
Cyclone - Darwin,Northern Territory,Darwin,Cyclone,1897-01-06,1897-01-07,1897,700000.0,0,0,0,0,0,0,1,0,0
Cyclone - Gulf of Carpentaria,Queensland,Mornington Island,Cyclone,1887-03-05,1887-03-05,1887,700000.0,0,0,1,0,0,0,0,0,0
Cyclone Mahina,Queensland,Cooktown,Cyclone,1899-03-04,1899-03-10,1899,700000.0,0,0,1,0,0,0,0,0,0
Cyclone Veronica,Western Australia,Port Hedland,Cyclone,2019-03-20,,2019,26700000.0,0,0,0,0,0,0,0,1,0
Cyclone Marcus,Northern Territory,Darwin,Cyclone,2018-03-15,,2018,75000000.0,0,0,0,0,0,0,1,0,0
Cyclone Debbie,Queensland,Airlie Beach,Cyclone,2017-03-28,2017-03-31,2017,1781599484.0,0,0,1,0,0,0,0,0,0
Cyclone Marcia,Queensland,Shoalwater Bay,Cyclone,2015-02-15,2015-02-26,2015,404000000.0,0,0,1,0,0,0,0,0,0
Cyclone Oswald,Queensland,Cape York Peninsula,Cyclone,2013-01-21,,2013,1100000000.0,0,0,1,0,0,0,0,0,0
Cyclone Yasi,Queensland,Ayr,Cyclone,2011-02-02,2011-02-03,2011,1405000000.0,0,0,1,0,0,0,0,0,0
Cyclone Yasi,Queensland,Cairns,Cyclone,2011-02-02,2011-02-03,2011,1405000000.0,0,0,1,0,0,0,0,0,0
Cyclone Yasi,Queensland,Townsville,Cyclone,2011-02-02,2011-02-03,2011,1405000000.0,0,0,1,0,0,0,0,0,0
Cyclone George,Western Australia,Port Hedland,Cyclone,2007-03-03,2007-03-08,2007,8000000.0,0,0,0,0,0,0,0,1,0
Cyclone Larry,Queensland,Cairns,Cyclone,2006-03-20,2006-03-20,2006,540000000.0,0,0,1,0,0,0,0,0,0
Cyclone Tessi,Queensland,Townsville,Cyclone,2000-04-02,2000-04-04,2000,15000000.0,0,0,1,0,0,0,0,0,0
Cyclone Steve,Queensland,Cairns,Cyclone,2000-02-27,2000-03-09,2000,11000000.0,0,0,1,0,0,0,0,0,0
Cyclone Vance,Western Australia,Dampier,Cyclone,1999-03-18,1999-03-24,1999,35000000.0,0,0,0,0,0,0,0,1,0
Cyclone Vance,Western Australia,Exmouth Gulf,Cyclone,1999-03-18,1999-03-24,1999,35000000.0,0,0,0,0,0,0,0,1,0
Cyclone Vance,Western Australia,Port Hedland,Cyclone,1999-03-18,1999-03-24,1999,35000000.0,0,0,0,0,0,0,0,1,0
Cyclone Justin,Queensland,Cairns,Cyclone,1997-03-06,1997-03-24,1997,29000000.0,0,0,1,0,0,0,0,0,0
Cyclone Justin,Queensland,Townsville,Cyclone,1997-03-06,1997-03-24,1997,29000000.0,0,0,1,0,0,0,0,0,0
Cyclone Bobby,Western Australia,Dampier,Cyclone,1995-02-24,1995-02-27,1995,11000000.0,0,0,0,0,0,0,0,1,0
Cyclone Rewa,Queensland,Brisbane,Cyclone,1993-12-31,1994-01-25,1993,59000000.0,0,0,1,0,0,0,0,0,0
Cyclone Nancy,Queensland,Brisbane,Cyclone,1990-02-03,1990-02-07,1990,33000000.0,0,0,1,0,0,0,0,0,0
Cyclone Nancy,Queensland,Lismore (QLD),Cyclone,1990-02-03,1990-02-07,1990,33000000.0,0,0,1,0,0,0,0,0,0
Cyclone Aivu,"Queensland , New South Wales",Brisbane,Cyclone,1989-04-04,1989-04-20,1989,26000000.0,1,0,1,0,0,0,0,0,0
Cyclone Aivu,"Queensland , New South Wales",Lismore (QLD),Cyclone,1989-04-04,1989-04-20,1989,26000000.0,1,0,1,0,0,0,0,0,0
Cyclone Aivu,"Queensland , New South Wales",Mackay,Cyclone,1989-04-04,1989-04-20,1989,26000000.0,1,0,1,0,0,0,0,0,0
